id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p68-1	68	月	4	月＋夫	2-85-18	4									⿰月夫	肤	u2ff0-u6708-u592b
p68-2	68	月	4	月＋不	2-85-19	4									⿰月不	肧	u2ff0-u6708-u4e0d
p68-3	68	月	4	月＋（八がしら／十）	2-85-20	4											
p68-4	68	月	4	月＋扮のつくり			80A6								⿰月分	朌	u2ff0-u6708-u5206
p68-5	68	月	4	月＋屯			80AB								⿰月屯	肫	u2ff0-u6708-u5c6f
p68-6	68	月	4	月＋盻のつくり			80B9								⿰月兮	肹	u2ff0-u6708-u516e
p68-7	68	月	4	月＋毛			26664								⿰月毛	𦙤	u2ff0-u6708-u6bdb
p68-8	68	月	5	月＋鉋のつくり				胞	包摂適用	70		80DE E0101	14025		⿰月包	胞	u2ff0-u6708-u5305
p68-9	68	月	5	月＋句	1-90-42	3									⿰月句	朐	u2ff0-u6708-u53e5
p68-10	68	月	5	月＋珍のつくり	1-90-43	3									⿰月㐱	胗	u2ff0-u6708-u3431
p68-11	68	月	5	月＋去	1-90-44	3									⿰月去	胠	u2ff0-u6708-u53bb
p68-12	68	月	5	月＋径のつくり	2-85-21	4									⿰月𢀖	胫	u2ff0-u6708-u22016
p68-13	68	月	5	月＋失	2-85-22	4									⿰月失	胅	u2ff0-u6708-u5931
p68-14	68	月	5	月＋付	2-85-23	4									⿰月付	胕	u2ff0-u6708-u4ed8
p68-15	68	月	5	月＋玄	2-85-24	4									⿰月玄	胘	u2ff0-u6708-u7384
p68-16	68	月	5	月＋央	2-85-25	4									⿰月央	胦	u2ff0-u6708-u592e
p68-17	68	月	5	月＋令			670E								⿰月令	朎	u2ff0-u6708-u4ee4
p68-18	68	月	5	目＋月			7700				1				⿰目月	眀	u2ff0-u76ee-u6708
p68-19	68	月	5	月＋拔のつくり			80C8								⿰月犮	胈	u2ff0-u6708-u72ae
p68-20	68	月	5	月＋瓜			80CD								⿰月瓜	胍	u2ff0-u6708-u74dc
p68-21	68	月	5	月＋（「第−竹」の「コ」に代えて「丿」）			80CF										
p68-22	68	月	5	月＋尼			80D2								⿰月尼	胒	u2ff0-u6708-u5c3c
p68-23	68	月	6	脆				脆	包摂適用	81		8106 E0101	13876		脆		
p68-24	68	月	6					脈	包摂適用	163		8108 E0102	14051				
p68-25	68	月	6					朕	包摂適用	11		6715 E0101	13935				
p68-26	68	月	6					朕	包摂適用	36		6715 E0102	13936				
p68-27	68	月	6	月＋兆	1-85-45	3									⿰月兆	朓	u2ff0-u6708-u5146
p68-28	68	月	6	月＋各	1-90-45	3									⿰月各	胳	u2ff0-u6708-u5404
p68-29	68	月	6	月＋肉	2-14-25	4									⿰月肉	朒	u2ff0-u6708-u8089
p68-30	68	月	6	月＋（茘−くさかんむり）	2-85-26	4											
p68-31	68	月	6	月＋会	2-85-27	4									⿰月会	脍	u2ff0-u6708-u4f1a
p68-32	68	月	6	月＋至	2-85-28	4									⿰月至	胵	u2ff0-u6708-u81f3
p68-33	68	月	6	月＋行	2-85-29	4									⿰月行	胻	u2ff0-u6708-u884c
p68-34	68	月	6		2-85-30	4											
p68-35	68	月	6	此／肉			80D4								⿱此肉	胔	u2ff1-u6b64-u8089
p68-36	68	月	6	月＋因			80ED								⿰月因	胭	u2ff0-u6708-u56e0
p68-37	68	月	6	月＋降のつくり			80EE								⿰月夅	胮	u2ff0-u6708-u5905
p68-38	68	月	6	月＋夷			80F0								⿰月夷	胰	u2ff0-u6708-u5937
p68-39	68	月	6	月＋亥			80F2								⿰月亥	胲	u2ff0-u6708-u4ea5
p68-40	68	月	6	月＋皎のつくり			80F6								⿰月交	胶	u2ff0-u6708-u4ea4
p68-41	68	月	6	月＋而			80F9								⿰月而	胹	u2ff0-u6708-u800c
p68-42	68	月	6	月＋安			80FA								⿰月安	胺	u2ff0-u6708-u5b89
p68-43	68	月	6	栽			80FE								栽		
p68-44	68	月	6	月＋（刀／巴）			8103								⿰月⿱刀巴		u2ff0-u6708-u2ff1-u5200-u5df4
p68-45	68	月	6	（茘−くさかんむり）／月			810B										
p68-46	68	月	6	匈／（胃−田）			80F7										
p68-47	68	月	6	月＋矣								6708 E0100	1860		⿰月矣		u2ff0-u6708-u77e3
p68-48	68	月	6	月＋任								6708 E0100	1860		⿰月任		u2ff0-u6708-u4efb
p68-49	68	月	7	月＋兌				脱	包摂適用	15		812B E0100	13913		⿰月兌	脫	u2ff0-u6708-u514c
p68-50	68	月	7	螂−虫	1-85-46	3		朗	包摂適用								
p68-51	68	月	7					朗	包摂適用	36		6717 E0103	14098				
p68-52	68	月	7					望	包摂適用	36		671B E0101	14036				
p68-53	68	月	7					望	包摂適用	36		671B E0102	14037				
p68-54	68	月	7	月＋完	1-90-46	3									⿰月完	脘	u2ff0-u6708-u5b8c
p68-55	68	月	7	月＋（五／女）	2-14-26	4									⿰月⿱五女	𣍲	u2ff0-u6708-u2ff1-u4e94-u5973
p69-0	69	月	7	圀＋月	2-14-27	4									⿰圀月		u2ff0-u5700-u6708
p69-1	69	月	7	月＋俣のつくり	2-85-31	4									⿰月吴	脵	u2ff0-u6708-u5434
p69-2	69	月	7	月＋孛	2-85-32	4									⿰月孛	脖	u2ff0-u6708-u5b5b
p69-3	69	月	7	月＋坐	2-85-33	4									⿰月坐	脞	u2ff0-u6708-u5750
p69-4	69	月	7	月＋忍	2-85-34	4									⿰月忍	䏰	u2ff0-u6708-u5fcd
p69-5	69	月	7	月＋辰	2-85-35	4									⿰月辰	脤	u2ff0-u6708-u8fb0
p69-6	69	月	7	月＋俊のつくり	2-85-36	4									⿰月夋	朘	u2ff0-u6708-u590b
p69-7	69	月	7	月＋孚	2-85-37	4									⿰月孚	脬	u2ff0-u6708-u5b5a
p69-8	69	月	7	月＋（勿／口）			8117								⿰月⿱勿口		u2ff0-u6708-u2ff1-u52ff-u53e3
p69-9	69	月	7	月＋（戛−戈）			811C										
p69-10	69	月	7	蜒			8120								蜒		
p69-11	69	月	7	月＋豆			8130								⿰月豆	脰	u2ff0-u6708-u8c46
p69-12	69	月	7	足へん＋月			8DC0				1				⿰𧾷月	跀	u2ff0-u27fb7-u6708
p69-13	69	月	7	月＋誨のつくり			8122								⿰月每	脢	u2ff0-u6708-u6bcf
p69-14	69	月	8	燗のつくり				間	包摂適用	152		9592 E0100	8685		閒		
p69-15	69	月	8					腔	包摂適用	26		8154 E0101	13771				
p69-16	69	月	8					期	包摂適用	36		671F E0101	13702				
p69-17	69	月	8					朝	包摂適用	36		671D E0101	13931				
p69-18	69	月	8					勝	包摂適用	36		52DD E0101	13829				
p69-19	69	月	8					間	包摂適用	152		9592 E0101	13693				
p69-20	69	月	8	月＋昔	1-90-47	3									⿰月昔	腊	u2ff0-u6708-u6614
p69-21	69	月	8	月＋斉	2-85-38	4									⿰月斉	𦜝	u2ff0-u6708-u6589
p69-22	69	月	8	月＋隹	2-85-39	4									⿰月隹	脽	u2ff0-u6708-u96b9
p69-23	69	月	8	月＋直	2-85-40	4									⿰月直	䐈	u2ff0-u6708-u76f4
p69-24	69	月	8	月＋享			671C								⿰月享	朜	u2ff0-u6708-u4eab
p69-25	69	月	8	月＋卒			813A								⿰月卒	脺	u2ff0-u6708-u5352
p69-26	69	月	8	月＋兩			813C								⿰月兩	脼	u2ff0-u6708-u5169
p69-27	69	月	8	月＋炎			8145								⿰月炎	腅	u2ff0-u6708-u708e
p69-28	69	月	8	月＋委			8147								⿰月委	腇	u2ff0-u6708-u59d4
p69-29	69	月	8	月＋奄			814C								⿰月奄	腌	u2ff0-u6708-u5944
p69-30	69	月	8	月＋居			8152								⿰月居	腒	u2ff0-u6708-u5c45
p69-31	69	月	8	月＋由／（鼾のへん−自−田）			8157										
p69-32	69	月	8	金＋月			9205				1				⿰金月	鈅	u2ff0-u91d1-u6708
p69-33	69	月	8	典／（胃−田）			440C										
p69-34	69	月	8	月＋餠のつくり			8141								⿰月幷	腁	u2ff0-u6708-u5e77
p69-35	69	月	9					腱	デザイン差	UCV235			6258	1			
p69-36	69	月	9	月＋（襾／女）				腰	包摂適用	88		8170 E0101	13777		⿰月⿱襾女		u2ff0-u6708-u2ff1-u897e-u5973
p69-37	69	月	9	月＋温のつくり				膃	包摂適用	147			6560	1	⿰月昷	腽	u2ff0-u6708-u6637
p69-38	69	月	9	月＋春	1-90-48	3									⿰月春	䐏	u2ff0-u6708-u6625
p69-39	69	月	9	月＋兪	1-90-49	3									⿰月兪		u2ff0-u6708-u516a
p69-40	69	月	9	月＋端のつくり	1-90-50	3									⿰月耑	腨	u2ff0-u6708-u8011
p69-41	69	月	9	月＋咢	1-90-51	3									⿰月咢	腭	u2ff0-u6708-u54a2
p69-42	69	月	9	縢	2-5-71	4					1				縢		
p69-43	69	月	9	月＋南	2-85-41	4									⿰月南	腩	u2ff0-u6708-u5357
p69-44	69	月	9	月＋睹のつくり	2-85-42	4									⿰月者	䐗	u2ff0-u6708-u8005
p69-45	69	月	9	縢			584D				1				縢		
p69-46	69	月	9	縢			5E50				1				縢		
p69-47	69	月	9	月＋英			6720								⿰月英	朠	u2ff0-u6708-u82f1
p69-48	69	月	9	月＋咼			8161								⿰月咼	腡	u2ff0-u6708-u54bc
p69-49	69	月	9	月＋盾			816F								⿰月盾	腯	u2ff0-u6708-u76fe
p69-50	69	月	9	月＋福のつくり			8177								⿰月畐	腷	u2ff0-u6708-u7550
p69-51	69	月	9	月＋卻			8173								⿰月卻	腳	u2ff0-u6708-u537b
p69-52	69	月	10	二点しんにょうの腿				腿	包摂適用	128			2876	1			
p69-53	69	月	10	縢	2-15-26	4					1				縢		
p69-54	69	月	10	月＋賺のつくり	2-85-43	4									⿰月兼	膁	u2ff0-u6708-u517c
p69-55	69	月	10	月＋眞	2-85-44	4									⿰月眞		u2ff0-u6708-u771e
p70-0	70	月	10	月＋溲のつくり	2-85-45	4									⿰月叟	膄	u2ff0-u6708-u53df
p70-1	70	月	10	月＋溏のつくり	2-85-46	4									⿰月唐	膅	u2ff0-u6708-u5510
p70-2	70	月	10	月＋芻	2-85-47	4									⿰月芻	䐢	u2ff0-u6708-u82bb
p70-3	70	月	10	（甥のへん＋生）／（胃−田）			7527				1						
p70-4	70	月	10	月＋素			8186								⿰月素	膆	u2ff0-u6708-u7d20
p70-5	70	月	10	螢			818B								螢		
p70-6	70	月	10	月＋奚			818E								⿰月奚	膎	u2ff0-u6708-u595a
p70-7	70	月	10	膂			8190								膂		
p70-8	70	月	10	月＋祭								6708 E0100	1860		⿰月祭		u2ff0-u6708-u796d
p70-9	70	月	11	月＋票	2-85-48	4									⿰月票	膘	u2ff0-u6708-u7968
p70-10	70	月	11	月＋亀	2-94-86	4					1				⿰月亀	𪚲	u2ff0-u6708-u4e80
p70-11	70	月	11	（臣＋月）／壬			6722								⿱⿰臣月壬		u2ff1-u2ff0-u81e3-u6708-u58ec
p70-12	70	月	11	月＋二点しんにょうの逢			8196										
p70-13	70	月	11	月＋堂			819B								⿰月堂	膛	u2ff0-u6708-u5802
p70-14	70	月	11	月＋專			819E								⿰月專	膞	u2ff0-u6708-u5c08
p70-15	70	月	11	月＋婁			81A2								⿰月婁	膢	u2ff0-u6708-u5a41
p70-16	70	月	12	藹	1-91-26	3					1				藹		
p70-17	70	月	12	羸	2-5-84	4					1				羸		
p70-18	70	月	12	月＋焦	2-85-49	4									⿰月焦	膲	u2ff0-u6708-u7126
p70-19	70	月	12	月＋堯			81AE								⿰月堯	膮	u2ff0-u6708-u582f
p70-20	70	月	12	月＋無			81B4								⿰月無	膴	u2ff0-u6708-u7121
p70-21	70	月	12	縢			87A3				1				縢		
p70-22	70	月	12	月＋僭のつくり			4436								⿰月朁	䐶	u2ff0-u6708-u6701
p70-23	70	月	12	月＋勞			6725								⿰月勞	朥	u2ff0-u6708-u52de
p70-24	70	月	12	月＋童			81A7								⿰月童	朣	u2ff0-u6708-u7ae5
p70-25	70	月	13					縢	包摂適用	14		7E22 E0101	14181				
p70-26	70	月	13					縢	包摂適用	36		7E22 E0102	14182				
p70-27	70	月	13	縢				謄	包摂適用	36		8B04 E0101	13958		縢		
p70-28	70	月	13	月＋亶	1-90-52	3									⿰月亶	膻	u2ff0-u6708-u4eb6
p70-29	70	月	13	月＋操のつくり	1-90-53	3									⿰月喿	臊	u2ff0-u6708-u55bf
p70-30	70	月	13	縢	1-92-27	3					1				縢		
p70-31	70	月	13	月＋濂のつくり	2-85-50	4									⿰月廉	臁	u2ff0-u6708-u5ec9
p70-32	70	月	13	月＋雍	2-85-51	4									⿰月雍	臃	u2ff0-u6708-u96cd
p70-33	70	月	13	月＋蜀			81C5								⿰月蜀	臅	u2ff0-u6708-u8700
p70-34	70	月	13	殿／肉			81CB								⿱殿肉	臋	u2ff1-u6bbf-u8089
p70-35	70	月	13	月＋奧			443F								⿰月奧		u2ff0-u6708-u5967
p70-36	70	月	13	月＋（「亶」の「回」に代えて「面から一、二画目をとったもの」）													
p70-37	70	月	14	月＋嬪のつくり	1-90-54	3									⿰月賓	臏	u2ff0-u6708-u8cd3
p70-38	70	月	14	月＋（栩のつくり／卒）			81CE								⿰月⿱羽卒		u2ff0-u6708-u2ff1-u7fbd-u5352
p70-39	70	月	15	月＋（「寛」の「儿」を「兔」のそれのように）	1-90-55	3											
p70-40	70	月	15	爨	2-85-52	4									爨		
p70-41	70	月	15	羸	2-87-91	4					1				羸		
p70-42	70	月	15	服＋鳥	2-94-19	4					1				⿰服鳥	鵩	u2ff0-u670d-u9ce5
p70-43	70	月	15	月＋（鹿／れんが）			81D5								⿰月⿱鹿灬		u2ff0-u6708-u2ff1-u9e7f-u706c
p70-44	70	月	15	月＋暴			2688A								⿰月暴	𦢊	u2ff0-u6708-u66b4
p70-45	70	月	16	縢				騰	包摂適用	36		9A30 E0101	13961		縢		
p70-46	70	月	16	月＋霍	2-85-53	4									⿰月霍	臛	u2ff0-u6708-u970d
p70-47	70	月	16	月＋懷のつくり											⿰月褱		u2ff0-u6708-u8931
p70-48	70	月	17	縢	2-93-68	4					1				縢		
p70-49	70	月	17	羸			81DD								羸		
p70-50	70	月	18	月＋瞿			81DE								⿰月瞿	臞	u2ff0-u6708-u77bf
p70-51	70	月	18	縢			9EF1				1				縢		
p70-52	70	月	19	羸	2-93-5	4					1				羸		
p70-53	70	月	19	（攤−てへん）／肉			81E1										
p70-54	70	月	20	羸			9E01				1				羸		
p71-0	71	木	2	木＋八	1-85-47	3									⿰木八	朳	u2ff0-u6728-u516b
p71-1	71	木	2	木＋丁			673E								⿰木丁	朾	u2ff0-u6728-u4e01
p71-2	71	木	2	几／木			6735								⿱几木	朵	u2ff1-u51e0-u6728
p71-3	71	木	2	木＋又			6743								⿰木又	权	u2ff0-u6728-u53c8
p71-4	71	木	3	木＋（勹＜一）				杓	包摂適用	32			2313	1	⿰木⿵勹一		u2ff0-u6728-u2ff5-u52f9-u4e00
p71-5	71	木	3	木＋丈				杖	デザイン差	UCV235			2523	1	⿰木丈	杖	u2ff0-u6728-u4e08
p71-6	71	木	3	木＋巳				杞	包摂適用	70		233CC E0100	14140		⿰木巳	𣏌	u2ff0-u6728-u5df3
p71-7	71	木	3	木＋畝のつくり	1-85-48	3									⿰木久	杦	u2ff0-u6728-u4e45
p71-8	71	木	3	木＋（夸−大）	1-85-49	3											
p71-9	71	木	3	木＋扠のつくり	1-85-50	3									⿰木叉	杈	u2ff0-u6728-u53c9
p71-10	71	木	3	木＋汚のつくり	2-14-28	4									⿰木亐	𣏓	u2ff0-u6728-u4e90
p71-11	71	木	3	木＋丸	2-14-29	4									⿰木丸		u2ff0-u6728-u4e38
p71-12	71	木	3	木＋兀	2-14-30	4									⿰木兀	杌	u2ff0-u6728-u5140
p71-13	71	木	3	木＋子	2-14-31	4									⿰木子	杍	u2ff0-u6728-u5b50
p71-14	71	木	3	木＋托のつくり	2-14-32	4									⿰木乇	杔	u2ff0-u6728-u4e47
p71-15	71	木	3	木＋也	2-14-33	4									⿰木也	杝	u2ff0-u6728-u4e5f
p71-16	71	木	3	木＋夕	2-14-34	4									⿰木夕	𣏐	u2ff0-u6728-u5915
p71-17	71	木	3	木＋于			6745								⿰木于	杅	u2ff0-u6728-u4e8e
p71-18	71	木	3	木＋大			6755								⿰木大	杕	u2ff0-u6728-u5927
p71-19	71	木	3	けものへん＋木			72C7				1						
p71-20	71	木	4	綵のつくり				采	包摂適用	21	1	91C7 E0101	7685		采		
p71-21	71	木	4	枦				枦	包摂適用	5		67A6 E0101	7833		枦		
p71-22	71	木	4					松	デザイン差	UCV236		677E E0101	13461				
p71-23	71	木	4	攵／木				条	包摂適用	106		6761 E0101	20144		⿱攵木		u2ff1-u6535-u6728
p71-24	71	木	4	木＋丑	1-85-51	3									⿰木丑	杻	u2ff0-u6728-u4e11
p71-25	71	木	4	木＋（岌−山）	1-85-52	3											
p71-26	71	木	4	木＋斗	1-85-53	3									⿰木斗	枓	u2ff0-u6728-u6597
p71-27	71	木	4	木＋吶のつくり	1-85-54	3									⿰木內		u2ff0-u6728-u5167
p71-28	71	木	4	木＋爪	1-85-55	3									⿰木爪	枛	u2ff0-u6728-u722a
p71-29	71	木	4	木＋（皎のつくり−亠）	2-14-35	4											
p71-30	71	木	4	木＋（朮−丶）	2-14-36	4											
p71-31	71	木	4	木＋欠	2-14-37	4									⿰木欠	杴	u2ff0-u6728-u6b20
p71-32	71	木	4	木＋屯	2-14-38	4									⿰木屯	杶	u2ff0-u6728-u5c6f
p71-33	71	木	4	木＋氏	2-14-39	4									⿰木氏	𣏚	u2ff0-u6728-u6c0f
p71-34	71	木	4	木＋冴のつくり	2-14-40	4									⿰木牙	枒	u2ff0-u6728-u7259
p71-35	71	木	4	痲−やまいだれ	2-14-41	4											
p71-36	71	木	4	木＋元			676C								⿰木元	杬	u2ff0-u6728-u5143
p71-37	71	木	4	木＋市			676E								⿰木市	柿	u2ff0-u6728-u5e02
p71-38	71	木	4	木＋勾			6784								⿰木勾	构	u2ff0-u6728-u52fe
p71-39	71	木	4	木＋夫			678E								⿰木夫	枎	u2ff0-u6728-u592b
p71-40	71	木	4	木＋（冂＜はみ出た横棒二本）			678F										
p71-41	71	木	4	木＋互			6791								⿰木互	枑	u2ff0-u6728-u4e92
p71-42	71	木	4	木＋夭			6796								⿰木夭	枖	u2ff0-u6728-u592d
p71-43	71	木	4	木＋厄			6799								⿰木厄	枙	u2ff0-u6728-u5384
p71-44	71	木	4	蚣のつくり／木			6780								⿱公木	枀	u2ff1-u516c-u6728
p71-45	71	木	4	木＋犬			67A4								⿰木犬	枤	u2ff0-u6728-u72ac
p71-46	71	木	4	木＋毋								6802 E0101	20146		⿰木毋		u2ff0-u6728-u6bcb
p71-47	71	木	4	木＋戈			233FE								⿰木戈	𣏾	u2ff0-u6728-u6208
p71-48	71	木	4	栃											栃		
p71-49	71	木	5	木＋（麈−鹿）				柱	包摂適用	UCV201		67F1 E0101	13925				
p71-50	71	木	5	柊				柊	包摂適用	25		67CA E0101	7781		柊		
p72-0	72	木	5	枴				枴	包摂適用	60		67FA E0100	7834		枴		
p72-1	72	木	5					柵	包摂適用	94		6805 E0100	7687				
p72-2	72	木	5					柧	包摂適用	107		67E7 E0101	13550				
p72-3	72	木	5	木／旦				査	包摂適用	64			1887	1	⿱木旦	查	u2ff1-u6728-u65e6
p72-4	72	木	5	木＋世	1-85-56	3									⿰木世	枻	u2ff0-u6728-u4e16
p72-5	72	木	5	木＋（「第−竹」の「コ」に代えて「丿」）、「柿」の正字	1-85-57	3											
p72-6	72	木	5	木＋皮	1-85-58	3									⿰木皮	柀	u2ff0-u6728-u76ae
p72-7	72	木	5	木＋（八がしら／口）	1-85-59	3											
p72-8	72	木	5	木＋鴪のへん	1-85-60	3									⿰木穴	柼	u2ff0-u6728-u7a74
p72-9	72	木	5	木＋夘	1-85-61	3									⿰木夘	栁	u2ff0-u6728-u5918
p72-10	72	木	5	くさかんむり／冖／木	2-14-42	4									⿱⿱艹冖木		u2ff1-u2ff1-u8279-u5196-u6728
p72-11	72	木	5	木＋（「永」の「丶」に代えて「一」）	2-14-43	4											
p72-12	72	木	5	木＋怦のつくり	2-14-44	4									⿰木平	枰	u2ff0-u6728-u5e73
p72-13	72	木	5	台／木	2-14-45	4									⿱台木	枲	u2ff1-u53f0-u6728
p72-14	72	木	5	木＋令	2-14-46	4									⿰木令	柃	u2ff0-u6728-u4ee4
p72-15	72	木	5	木＋絆のつくり	2-14-47	4									⿰木半	柈	u2ff0-u6728-u534a
p72-16	72	木	5	染	2-14-48	4									染		
p72-17	72	木	5	木＋甲	2-14-49	4									⿰木甲	柙	u2ff0-u6728-u7532
p72-18	72	木	5	木＋申	2-14-50	4									⿰木申	柛	u2ff0-u6728-u7533
p72-19	72	木	5	木／示	2-14-51	4									⿱木示	柰	u2ff1-u6728-u793a
p72-20	72	木	5	木＋兄	2-14-52	4									⿰木兄	柷	u2ff0-u6728-u5144
p72-21	72	木	5	木＋台			67B1								⿰木台	枱	u2ff0-u6728-u53f0
p72-22	72	木	5	木＋号			67B5								⿰木号	枵	u2ff0-u6728-u53f7
p72-23	72	木	5	喋のつくり			67BC								枼		
p72-24	72	木	5	十／廿／木			67BD								⿱⿱十廿木		u2ff1-u2ff1-u5341-u5eff-u6728
p72-25	72	木	5	木＋施のつくり			67C2								⿰木㐌	柂	u2ff0-u6728-u340c
p72-26	72	木	5	木＋尼			67C5								⿰木尼	柅	u2ff0-u6728-u5c3c
p72-27	72	木	5	木＋乏			67C9								⿰木乏	柉	u2ff0-u6728-u4e4f
p72-28	72	木	5	木＋秬のつくり			67DC								⿰木巨	柜	u2ff0-u6728-u5de8
p72-29	72	木	5	木＋（二／水）			67E1								⿰木⿱二水	柡	u2ff0-u6728-u2ff1-u4e8c-u6c34
p72-30	72	木	5	木＋旦			67E6								⿰木旦	柦	u2ff0-u6728-u65e6
p72-31	72	木	5	木＋必			67F2								⿰木必	柲	u2ff0-u6728-u5fc5
p72-32	72	木	5	木＋駟のつくり			67F6								⿰木四	柶	u2ff0-u6728-u56db
p72-33	72	木	5	木＋冉			67DF								⿰木冉	柟	u2ff0-u6728-u5189
p72-34	72	木	5	木＋瓦			2340E								⿰木瓦	𣐎	u2ff0-u6728-u74e6
p72-35	72	木	6					校	デザイン差	UCV235		6821 E0101	13442				
p72-36	72	木	6					栓	包摂適用	79		6813 E0101	7717				
p72-37	72	木	6					桝	包摂適用	120		685D E0102	14046				
p72-38	72	木	6	十／くさかんむり／木	1-85-62	3									⿱⿱十艹木		u2ff1-u2ff1-u5341-u8279-u6728
p72-39	72	木	6	木＋舌	1-85-63	3									⿰木舌	栝	u2ff0-u6728-u820c
p72-40	72	木	6	木＋色	1-85-64	3									⿰木色	栬	u2ff0-u6728-u8272
p72-41	72	木	6	木＋共	1-85-65	3									⿰木共	栱	u2ff0-u6728-u5171
p72-42	72	木	6	木＋裃のつくり	1-85-66	3									⿰木𠧗	桛	u2ff0-u6728-u209d7
p72-43	72	木	6	木＋在	2-14-53	4									⿰木在	𣑊	u2ff0-u6728-u5728
p72-44	72	木	6	木＋字	2-14-54	4									⿰木字	𣑑	u2ff0-u6728-u5b57
p72-45	72	木	6	木＋守	2-14-55	4									⿰木守	𣑋	u2ff0-u6728-u5b88
p72-46	72	木	6	木＋多	2-14-56	4									⿰木多	栘	u2ff0-u6728-u591a
p72-47	72	木	6	木＋并	2-14-57	4									⿰木并	栟	u2ff0-u6728-u5e76
p72-48	72	木	6	木＋而	2-14-58	4									⿰木而	栭	u2ff0-u6728-u800c
p72-49	72	木	6	木＋孝	2-14-59	4									⿰木孝	㭳	u2ff0-u6728-u5b5d
p72-50	72	木	6	木＋老	2-14-60	4									⿰木老	栳	u2ff0-u6728-u8001
p72-51	72	木	6	木＋式	2-14-61	4									⿰木式	栻	u2ff0-u6728-u5f0f
p72-52	72	木	6	亦／木	2-14-62	4									⿱亦木	栾	u2ff1-u4ea6-u6728
p72-53	72	木	6	木＋光	2-14-63	4									⿰木光	桄	u2ff0-u6728-u5149
p72-54	72	木	6	木＋危	2-14-64	4									⿰木危	桅	u2ff0-u6728-u5371
p72-55	72	木	6	木＋安	2-14-65	4									⿰木安	桉	u2ff0-u6728-u5b89
p72-56	72	木	6	卓	2-14-66	4									卓		
p73-0	73	木	6	木＋臼	2-14-67	4									⿰木臼	桕	u2ff0-u6728-u81fc
p73-1	73	木	6	木＋朶	2-14-68	4									⿰木朶	桗	u2ff0-u6728-u6736
p73-2	73	木	6	自／木	2-85-57	4					1				⿱自木	臬	u2ff1-u81ea-u6728
p73-3	73	木	6	挈			6814								挈		
p73-4	73	木	6	木＋夂／（舛−夕）			6819										
p73-5	73	木	6	木＋曳			6827								⿰木曳	栧	u2ff0-u6728-u66f3
p73-6	73	木	6	木＋（咨−口）			6828										
p73-7	73	木	6	木＋有			682F								⿰木有	栯	u2ff0-u6728-u6709
p73-8	73	木	6	木＋伐			6830								⿰木伐	栰	u2ff0-u6728-u4f10
p73-9	73	木	6	木＋伏			683F								⿰木伏	栿	u2ff0-u6728-u4f0f
p73-10	73	木	6	劵			684A								劵		
p73-11	73	木	6	木＋師のへん			6858								⿰木𠂤	桘	u2ff0-u6728-u200a4
p73-12	73	木	6	木＋税のつくり											⿰木兑	棁	u2ff0-u6728-u5151
p73-13	73	木	7	木＋税のつくり				※［＃「木＋兌」、第3水準1-85-72］	包摂適用				13887	1	⿰木兑	棁	u2ff0-u6728-u5151
p73-14	73	木	7	木＋悄のつくり				梢	包摂適用	16		68A2 E0101	7705		⿰木肖	梢	u2ff0-u6728-u8096
p73-15	73	木	7	木＋那				梛	包摂適用	52		689B E0101	7835		⿰木那	梛	u2ff0-u6728-u90a3
p73-16	73	木	7	木＋誨のつくり	1-85-69	3		梅	包摂適用	98					⿰木每	梅	u2ff0-u6728-u6bcf
p73-17	73	木	7	木＋告				梏	包摂適用	42			5613	1	⿰木告	梏	u2ff0-u6728-u544a
p73-18	73	木	7					梍	包摂適用	78		688D E0101	14142				
p73-19	73	木	7					梗	デザイン差	UCV235			1998	1			
p73-20	73	木	7	木＋孛	1-85-67	3									⿰木孛	桲	u2ff0-u6728-u5b5b
p73-21	73	木	7	木＋綏のつくり	1-85-68	3									⿰木妥	桵	u2ff0-u6728-u59a5
p73-22	73	木	7	木＋岑	1-85-70	3									⿰木岑	梣	u2ff0-u6728-u5c91
p73-23	73	木	7	宀／蚣のつくり／木	1-85-71	3									⿱⿱宀公木		u2ff1-u2ff1-u5b80-u516c-u6728
p73-24	73	木	7	木＋兌	1-85-72	3									⿰木兌	梲	u2ff0-u6728-u514c
p73-25	73	木	7	林＋おおざと	1-92-73	3					1				⿰林阝	郴	u2ff0-u6797-u961d
p73-26	73	木	7	木＋男	2-14-69	4									⿰木男	㭷	u2ff0-u6728-u7537
p73-27	73	木	7	木＋沙	2-14-70	4									⿰木沙	桫	u2ff0-u6728-u6c99
p73-28	73	木	7	木＋否	2-14-71	4									⿰木否	桮	u2ff0-u6728-u5426
p73-29	73	木	7	柳の本字	2-14-72	4											
p73-30	73	木	7	漆のつくり	2-14-73	4									桼		
p73-31	73	木	7	木＋求	2-14-74	4									⿰木求	梂	u2ff0-u6728-u6c42
p73-32	73	木	7	木＋陛のつくり	2-14-75	4									⿰木坒	梐	u2ff0-u6728-u5752
p73-33	73	木	7	木＋貝	2-14-76	4									⿰木貝	梖	u2ff0-u6728-u8c9d
p73-34	73	木	7	木＋別	2-14-77	4									⿰木別		u2ff0-u6728-u5225
p73-35	73	木	7	木＋見	2-14-78	4									⿰木見	梘	u2ff0-u6728-u898b
p73-36	73	木	7	木＋串	2-14-79	4									⿰木串	梙	u2ff0-u6728-u4e32
