id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p158-44	158	里	6	舟＋里			8243				1				⿰舟里	艃	u2ff0-u821f-u91cc
p158-45	158	里	8	金＋里			92F0				1				⿰金里	鋰	u2ff0-u91d1-u91cc
p159-0	159	金	1	金＋礼のつくり			91D3								⿰金乚	釓	u2ff0-u91d1-u4e5a
p159-1	159	金	1	金＋乙			91D4								⿰金乙	釔	u2ff0-u91d1-u4e59
p159-2	159	金	2					釜	デザイン差	UCV235			1494	1			
p159-3	159	金	2	金＋りっとう	1-92-92	3											
p159-4	159	金	2	金＋九	2-90-46	4									⿰金九	釚	u2ff0-u91d1-u4e5d
p159-5	159	金	2	金＋卜			91D9								⿰金卜	釙	u2ff0-u91d1-u535c
p159-6	159	金	2	金＋入			91DE								⿰金入	釞	u2ff0-u91d1-u5165
p159-7	159	金	3	金＋（勹＜一）				釣	包摂適用	32		91E3 E0101	13941		⿰金⿵勹一		u2ff0-u91d1-u2ff5-u52f9-u4e00
p159-8	159	金	3	金＋刃				釼	包摂適用	170		91FC E0101	15404		⿰金刃	釰	u2ff0-u91d1-u5203
p159-9	159	金	3	金＋丸	1-92-93	3									⿰金丸	釻	u2ff0-u91d1-u4e38
p159-10	159	金	3	金＋彡	1-92-94	3									⿰金彡	釤	u2ff0-u91d1-u5f61
p159-11	159	金	3	金＋小	1-93-1	3									⿰金小	釥	u2ff0-u91d1-u5c0f
p159-12	159	金	3	金＋工	1-93-2	3									⿰金工	釭	u2ff0-u91d1-u5de5
p159-13	159	金	3	金＋大	1-93-3	3									⿰金大	釱	u2ff0-u91d1-u5927
p159-14	159	金	3	金＋山	2-90-47	4									⿰金山	𨥉	u2ff0-u91d1-u5c71
p159-15	159	金	3	金＋畝のつくり	2-90-48	4									⿰金久	𨥆	u2ff0-u91d1-u4e45
p159-16	159	金	3	金＋干	2-90-49	4									⿰金干	釬	u2ff0-u91d1-u5e72
p159-17	159	金	3	金＋才	2-90-50	4									⿰金才	釮	u2ff0-u91d1-u624d
p159-18	159	金	3	てへん＋金			6366				1				⿰扌金	捦	u2ff0-u624c-u91d1
p159-19	159	金	3	金＋凡			91E9								⿰金凡	釩	u2ff0-u91d1-u51e1
p159-20	159	金	3	金＋于			91EA								⿰金于	釪	u2ff0-u91d1-u4e8e
p159-21	159	金	3	金＋氓のへん			91EF								⿰金亡	釯	u2ff0-u91d1-u4ea1
p159-22	159	金	3	金＋仞のつくり			91F0								⿰金刃	釰	u2ff0-u91d1-u5203
p159-23	159	金	3	金＋土			91F7								⿰金土	釷	u2ff0-u91d1-u571f
p159-24	159	金	3	金＋女			91F9								⿰金女	釹	u2ff0-u91d1-u5973
p159-25	159	金	4	金＋夫	1-93-4	3									⿰金夫	鈇	u2ff0-u91d1-u592b
p159-26	159	金	4	金＋今	1-93-5	3									⿰金今	鈐	u2ff0-u91d1-u4eca
p159-27	159	金	4	金＋方	2-90-51	4									⿰金方	鈁	u2ff0-u91d1-u65b9
p159-28	159	金	4	金＋心	2-90-52	4									⿰金心	鈊	u2ff0-u91d1-u5fc3
p159-29	159	金	4	金＋扮のつくり	2-90-53	4									⿰金分	鈖	u2ff0-u91d1-u5206
p159-30	159	金	4	金＋允	2-90-54	4									⿰金允	鈗	u2ff0-u91d1-u5141
p159-31	159	金	4	金＋爪			91FD								⿰金爪	釽	u2ff0-u91d1-u722a
p159-32	159	金	4	金＋巴			9200								⿰金巴	鈀	u2ff0-u91d1-u5df4
p159-33	159	金	4	金＋斗			9204								⿰金斗	鈄	u2ff0-u91d1-u6597
p159-34	159	金	4	金＋月			9205								⿰金月	鈅	u2ff0-u91d1-u6708
p159-35	159	金	4	金＋蚣のつくり			9206								⿰金公	鈆	u2ff0-u91d1-u516c
p159-36	159	金	4	金＋吶のつくり			9209								⿰金內		u2ff0-u91d1-u5167
p159-37	159	金	4	金＋夬			920C								⿰金夬	鈌	u2ff0-u91d1-u592c
p159-38	159	金	4	金＋（岌−山）			9212										
p159-39	159	金	4	金＋壬			9213								⿰金壬	鈓	u2ff0-u91d1-u58ec
p159-40	159	金	4	金＋支			9218								⿰金支	鈘	u2ff0-u91d1-u652f
p159-41	159	金	4	金＋肱のつくり			921C								⿰金厷	鈜	u2ff0-u91d1-u53b7
p159-42	159	金	4	金＋牛			921D								⿰金牛	鈝	u2ff0-u91d1-u725b
p159-43	159	金	4	金＋丐			9223								⿰金丐	鈣	u2ff0-u91d1-u4e10
p159-44	159	金	4	金＋日			9224								⿰金日	鈤	u2ff0-u91d1-u65e5
p159-45	159	金	4	金＋火			9225								⿰金火	鈥	u2ff0-u91d1-u706b
p159-46	159	金	4	金＋太			9226								⿰金太	鈦	u2ff0-u91d1-u592a
p159-47	159	金	4	金＋元			9228								⿰金元	鈨	u2ff0-u91d1-u5143
p159-48	159	金	4	金＋研のつくり			9203								⿰金开	鈃	u2ff0-u91d1-u5f00
p159-49	159	金	4	金＋木			9222								⿰金木	鈢	u2ff0-u91d1-u6728
p159-50	159	金	5					鉛	包摂適用	189		925B E0102	13659				
p159-51	159	金	5	金＋拔のつくり	1-93-6	3									⿰金犮	鈸	u2ff0-u91d1-u72ae
p159-52	159	金	5	金＋皮	1-93-7	3									⿰金皮	鈹	u2ff0-u91d1-u76ae
p159-53	159	金	5	金＋玉	1-93-8	3									⿰金玉	鈺	u2ff0-u91d1-u7389
p159-54	159	金	5	金＋乍	1-93-9	3									⿰金乍	鈼	u2ff0-u91d1-u4e4d
p159-55	159	金	5	金＋甲	1-93-10	3									⿰金甲	鉀	u2ff0-u91d1-u7532
p159-56	159	金	5	金＋矢	1-93-11	3									⿰金矢	鉃	u2ff0-u91d1-u77e2
p160-0	160	金	5	金＋且	1-93-12	3									⿰金且	鉏	u2ff0-u91d1-u4e14
p160-1	160	金	5	卯／金	2-90-55	4									⿱卯金	𨥫	u2ff1-u536f-u91d1
p160-2	160	金	5	金＋可	2-90-56	4									⿰金可	鈳	u2ff0-u91d1-u53ef
p160-3	160	金	5	金＋駛のつくり	2-90-57	4									⿰金史	鉂	u2ff0-u91d1-u53f2
p160-4	160	金	5	金＋施のつくり	2-90-58	4									⿰金㐌	鉇	u2ff0-u91d1-u340c
p160-5	160	金	5	金＋召	2-90-59	4									⿰金召	鉊	u2ff0-u91d1-u53ec
p160-6	160	金	5	金＋生	2-90-60	4									⿰金生	鉎	u2ff0-u91d1-u751f
p160-7	160	金	5	金＋白	2-90-61	4									⿰金白	鉑	u2ff0-u91d1-u767d
p160-8	160	金	5	金＋（鼕−鼓）	2-90-62	4											
p160-9	160	金	5	金＋只	2-90-63	4									⿰金只	鉙	u2ff0-u91d1-u53ea
p160-10	160	金	5	金＋央	2-90-64	4									⿰金央	鉠	u2ff0-u91d1-u592e
p160-11	160	金	5	金＋絆のつくり	2-90-65	4									⿰金半	鉡	u2ff0-u91d1-u534a
p160-12	160	金	5	金＋朮	2-90-66	4									⿰金朮		u2ff0-u91d1-u672e
p160-13	160	金	5	金＋母	2-90-67	4									⿰金母	鉧	u2ff0-u91d1-u6bcd
p160-14	160	金	5	金＋欠	2-90-68	4									⿰金欠	欽	u2ff0-u91d1-u6b20
p160-15	160	金	5	金＋尼			922E								⿰金尼	鈮	u2ff0-u91d1-u5c3c
p160-16	160	金	5	金＋出			922F								⿰金出	鈯	u2ff0-u91d1-u51fa
p160-17	160	金	5	金＋市			9230								⿰金市	鈰	u2ff0-u91d1-u5e02
p160-18	160	金	5	金＋丙			9235								⿰金丙	鈵	u2ff0-u91d1-u4e19
p160-19	160	金	5	金＋台			9236								⿰金台	鈶	u2ff0-u91d1-u53f0
p160-20	160	金	5	金＋由			923E								⿰金由	鈾	u2ff0-u91d1-u7531
p160-21	160	金	5	金＋占			9246								⿰金占	鉆	u2ff0-u91d1-u5360
p160-22	160	金	5	金＋必			924D								⿰金必	鉍	u2ff0-u91d1-u5fc5
p160-23	160	金	5	金＋弗			9258								⿰金弗	鉘	u2ff0-u91d1-u5f17
p160-24	160	金	5	金＋付			925C								⿰金付	鉜	u2ff0-u91d1-u4ed8
p160-25	160	金	5	金＋立			925D								⿰金立	鉝	u2ff0-u91d1-u7acb
p160-26	160	金	5	金＋（人がしら／小）			9269								⿰金⿱𠆢小		u2ff0-u91d1-u2ff1-u201a2-u5c0f
p160-27	160	金	5	金＋申			926E								⿰金申	鉮	u2ff0-u91d1-u7533
p160-28	160	金	5	金＋以			926F								⿰金以	鉯	u2ff0-u91d1-u4ee5
p160-29	160	金	5	金＋司			9270								⿰金司	鉰	u2ff0-u91d1-u53f8
p160-30	160	金	5	金＋乏			28967								⿰金乏	𨥧	u2ff0-u91d1-u4e4f
p160-31	160	金	6	金＋皎のつくり	1-93-13	3									⿰金交	鉸	u2ff0-u91d1-u4ea4
p160-32	160	金	6	金＋圭	1-93-14	3									⿰金圭	銈	u2ff0-u91d1-u572d
p160-33	160	金	6	金＋峡のつくり	2-90-69	4									⿰金夹	𨦇	u2ff0-u91d1-u5939
p160-34	160	金	6	金＋曲	2-90-70	4									⿰金曲	𨦈	u2ff0-u91d1-u66f2
p160-35	160	金	6	金＋并	2-90-71	4									⿰金并	鉼	u2ff0-u91d1-u5e76
p160-36	160	金	6	金＋式	2-90-72	4									⿰金式	鉽	u2ff0-u91d1-u5f0f
p160-37	160	金	6	金＋合	2-90-73	4									⿰金合	鉿	u2ff0-u91d1-u5408
p160-38	160	金	6	金＋聿	2-90-74	4									⿰金聿	銉	u2ff0-u91d1-u807f
p160-39	160	金	6	金＋至	2-90-75	4									⿰金至	銍	u2ff0-u91d1-u81f3
p160-40	160	金	6	金＋后	2-90-76	4									⿰金后	銗	u2ff0-u91d1-u540e
p160-41	160	金	6	金＋夸	2-90-77	4									⿰金夸	銙	u2ff0-u91d1-u5938
p160-42	160	金	6	金＋（山／巾）	2-90-78	4									⿰金⿱山巾	銟	u2ff0-u91d1-u2ff1-u5c71-u5dfe
p160-43	160	金	6	金＋光	2-90-79	4									⿰金光	銧	u2ff0-u91d1-u5149
p160-44	160	金	6	金＋色	2-90-80	4									⿰金色	銫	u2ff0-u91d1-u8272
p160-45	160	金	6	金＋虫			9275								⿰金虫	鉵	u2ff0-u91d1-u866b
p160-46	160	金	6	金＋刑			9276								⿰金刑	鉶	u2ff0-u91d1-u5211
p160-47	160	金	6	金＋共			9277								⿰金共	鉷	u2ff0-u91d1-u5171
p160-48	160	金	6	金＋多			9279								⿰金多	鉹	u2ff0-u91d1-u591a
p160-49	160	金	6	金＋各			927B								⿰金各	鉻	u2ff0-u91d1-u5404
p160-50	160	金	6	金＋戌			928A								⿰金戌	銊	u2ff0-u91d1-u620c
p160-51	160	金	6	恐			928E								恐		
p160-52	160	金	6	金＋幵			9292								⿰金幵	銒	u2ff0-u91d1-u5e75
p160-53	160	金	6	金＋老			92A0								⿰金老	銠	u2ff0-u91d1-u8001
p160-54	160	金	6	金＋米			92A4								⿰金米	銤	u2ff0-u91d1-u7c73
p160-55	160	金	6	金＋衣			92A5								⿰金衣	銥	u2ff0-u91d1-u8863
p160-56	160	金	6	金＋安			92A8								⿰金安	銨	u2ff0-u91d1-u5b89
p161-0	161	金	6	金＋糸			92AF								⿰金糸	銯	u2ff0-u91d1-u7cf8
p161-1	161	金	7	金＋兌				鋭	包摂適用	15		92B3 E0100	13652		⿰金兌	銳	u2ff0-u91d1-u514c
p161-2	161	金	7	金＋誨のつくり	1-93-15	3									⿰金每	鋂	u2ff0-u91d1-u6bcf
p161-3	161	金	7	蜒	1-93-16	3									蜒		
p161-4	161	金	7	金＋梃のつくり	1-93-17	3									⿰金廷	鋌	u2ff0-u91d1-u5ef7
p161-5	161	金	7	金＋利	1-93-18	3									⿰金利	鋓	u2ff0-u91d1-u5229
p161-6	161	金	7	金＋辰	1-93-19	3									⿰金辰	鋠	u2ff0-u91d1-u8fb0
p161-7	161	金	7	金＋邑	2-90-81	4									⿰金邑	𨦺	u2ff0-u91d1-u9091
p161-8	161	金	7	金＋男	2-90-82	4									⿰金男	𨦻	u2ff0-u91d1-u7537
p161-9	161	金	7	金＋旱	2-90-83	4									⿰金旱	銲	u2ff0-u91d1-u65f1
p161-10	161	金	7	金＋甬	2-90-84	4									⿰金甬	銿	u2ff0-u91d1-u752c
p161-11	161	金	7	金＋豆	2-90-85	4									⿰金豆	鋀	u2ff0-u91d1-u8c46
p161-12	161	金	7	（土へん＋勹＜二）／金	2-90-86	4											
p161-13	161	金	7	金＋完	2-90-87	4									⿰金完	鋎	u2ff0-u91d1-u5b8c
p161-14	161	金	7	金＋宏	2-90-88	4									⿰金宏	鋐	u2ff0-u91d1-u5b8f
p161-15	161	金	7	金＋絹のつくり	2-90-89	4									⿰金肙	鋗	u2ff0-u91d1-u8099
p161-16	161	金	7	金＋吾	2-90-90	4									⿰金吾	鋙	u2ff0-u91d1-u543e
p161-17	161	金	7	金＋酲のつくり	2-90-91	4									⿰金呈	鋥	u2ff0-u91d1-u5448
p161-18	161	金	7	金＋見	2-90-92	4									⿰金見	鋧	u2ff0-u91d1-u898b
p161-19	161	金	7	金＋求			92B6								⿰金求	銶	u2ff0-u91d1-u6c42
p161-20	161	金	7	金＋輒のつくり			92B8								⿰金𦔮	銸	u2ff0-u91d1-u2652e
p161-21	161	金	7	壯／金			92BA								⿱壯金	銺	u2ff1-u58ef-u91d1
p161-22	161	金	7	金＋弟			92BB								⿰金弟	銻	u2ff0-u91d1-u5f1f
p161-23	161	金	7	金＋坐			92BC								⿰金坐	銼	u2ff0-u91d1-u5750
p161-24	161	金	7	金＋（氏／口）			92BD								⿰金⿱氏口		u2ff0-u91d1-u2ff1-u6c0f-u53e3
p161-25	161	金	7	金＋呂			92C1								⿰金呂		u2ff0-u91d1-u5442
p161-26	161	金	7	金＋良			92C3								⿰金良	鋃	u2ff0-u91d1-u826f
p161-27	161	金	7	金＋辛			92C5								⿰金辛	鋅	u2ff0-u91d1-u8f9b
p161-28	161	金	7	金＋貝			92C7								⿰金貝	鋇	u2ff0-u91d1-u8c9d
p161-29	161	金	7	沃／金			92C8								⿱沃金	鋈	u2ff1-u6c83-u91d1
p161-30	161	金	7	金＋孛			92CD								⿰金孛	鋍	u2ff0-u91d1-u5b5b
p161-31	161	金	7	金＋志			92D5								⿰金志	鋕	u2ff0-u91d1-u5fd7
p161-32	161	金	7	金＋蜈のつくり			92D8								⿰金吴	鋘	u2ff0-u91d1-u5434
p161-33	161	金	7	金＋足			92DC								⿰金足	鋜	u2ff0-u91d1-u8db3
p161-34	161	金	7	金＋埒のつくり			92DD								⿰金寽	鋝	u2ff0-u91d1-u5bfd
p161-35	161	金	7	金＋駸のつくり			92DF								⿰金𠬶	鋟	u2ff0-u91d1-u20b36
p161-36	161	金	7	金＋含			92E1								⿰金含	鋡	u2ff0-u91d1-u542b
p161-37	161	金	7	金＋邪			92E3								⿰金邪	鋣	u2ff0-u91d1-u90aa
p161-38	161	金	7	金＋我			92E8								⿰金我	鋨	u2ff0-u91d1-u6211
p161-39	161	金	7	（てへん＋反）／金			92EC								⿱⿰扌反金		u2ff1-u2ff0-u624c-u53cd-u91d1
p161-40	161	金	7	金＋成			92EE								⿰金成	鋮	u2ff0-u91d1-u6210
p161-41	161	金	7	金＋里			92F0								⿰金里	鋰	u2ff0-u91d1-u91cc
p161-42	161	金	7	金＋孝			FA27								⿰金孝	﨧	u2ff0-u91d1-u5b5d
p161-43	161	金	7	金＋谷			92CA								⿰金谷	鋊	u2ff0-u91d1-u8c37
p161-44	161	金	7	金＋俊のつくり			92D1								⿰金夋	鋑	u2ff0-u91d1-u590b
p161-45	161	金	7	金＋床			289D6								⿰金床	𨧖	u2ff0-u91d1-u5e8a
p161-46	161	金	8	金＋碌のつくり	1-93-21	3		録	包摂適用	167					⿰金录	録	u2ff0-u91d1-u5f55
p161-47	161	金	8	金＋睛のつくり				錆	包摂適用	146			2170	1	⿰金青	錆	u2ff0-u91d1-u9752
p161-48	161	金	8	金＋淌のつくり	1-93-20	3									⿰金尚	鋿	u2ff0-u91d1-u5c1a
p161-49	161	金	8	金＋炎	1-93-22	3									⿰金炎	錟	u2ff0-u91d1-u708e
p161-50	161	金	8	金＋奇	1-93-23	3									⿰金奇	錡	u2ff0-u91d1-u5947
p161-51	161	金	8	金＋育	1-93-24	3									⿰金育	錥	u2ff0-u91d1-u80b2
p161-52	161	金	8	金＋英	1-93-25	3									⿰金英	鍈	u2ff0-u91d1-u82f1
p161-53	161	金	8	金＋（戸の旧字＋犬）	2-90-93	4											
p161-54	161	金	8	金＋（皎のつくり−亠）／斤	2-90-94	4											
p161-55	161	金	8	金＋忠	2-91-1	4									⿰金忠	𨨩	u2ff0-u91d1-u5fe0
p161-56	161	金	8	金＋諏のつくり	2-91-2	4									⿰金取	鋷	u2ff0-u91d1-u53d6
p162-0	162	金	8	金＋長	2-91-3	4									⿰金長	鋹	u2ff0-u91d1-u9577
p162-1	162	金	8	堅	2-91-4	4									堅		
p162-2	162	金	8	金＋陵のつくり	2-91-5	4									⿰金夌	錂	u2ff0-u91d1-u590c
p162-3	162	金	8	金＋婢のつくり	2-91-6	4									⿰金卑	錍	u2ff0-u91d1-u5351
p162-4	162	金	8	金＋昆	2-91-7	4									⿰金昆	錕	u2ff0-u91d1-u6606
p162-5	162	金	8	金＋宗	2-91-8	4									⿰金宗	錝	u2ff0-u91d1-u5b97
p162-6	162	金	8	金＋享	2-91-9	4									⿰金享	錞	u2ff0-u91d1-u4eab
p162-7	162	金	8	金＋官	2-91-10	4									⿰金官	錧	u2ff0-u91d1-u5b98
p162-8	162	金	8	金＋昌	2-91-11	4									⿰金昌	錩	u2ff0-u91d1-u660c
p162-9	162	金	8	金＋侖			9300								⿰金侖	錀	u2ff0-u91d1-u4f96
p162-10	162	金	8	金＋卷			9308								⿰金卷	錈	u2ff0-u91d1-u5377
p162-11	162	金	8	金＋沓			9314								⿰金沓	錔	u2ff0-u91d1-u6c93
p162-12	162	金	8	金＋念			931C								⿰金念	錜	u2ff0-u91d1-u5ff5
p162-13	162	金	8	金＋其			9324								⿰金其	錤	u2ff0-u91d1-u5176
p162-14	162	金	8	金＋典			932A								⿰金典	錪	u2ff0-u91d1-u5178
p162-15	162	金	8	金＋孟			9333								⿰金孟	錳	u2ff0-u91d1-u5b5f
p162-16	162	金	8	金＋陸のつくり			9334								⿰金坴	錴	u2ff0-u91d1-u5774
p162-17	162	金	8	金＋表			9336								⿰金表	錶	u2ff0-u91d1-u8868
p162-18	162	金	8	金＋軋			9337								⿰金軋	錷	u2ff0-u91d1-u8ecb
p162-19	162	金	8	金＋幸			FA28								⿰金幸	﨨	u2ff0-u91d1-u5e78
p162-20	162	金	9					鍵	デザイン差	UCV235			1892	1			
p162-21	162	金	9	金＋柬	1-93-27	3		錬	包摂適用	100					⿰金柬	鍊	u2ff0-u91d1-u67ec
p162-22	162	金	9	金＋是	1-93-26	3									⿰金是	鍉	u2ff0-u91d1-u662f
p162-23	162	金	9	金＋插のつくり	1-93-28	3									⿰金臿	鍤	u2ff0-u91d1-u81ff
p162-24	162	金	7	金＋挿のつくり											⿰金𢆍		u2ff0-u91d1-u2218d
p162-25	162	金	9	金＋禊のつくり	1-93-29	3									⿰金契	鍥	u2ff0-u91d1-u5951
p162-26	162	金	9	鶩	1-93-30	3									鶩		
p162-27	162	金	9	金＋爰	1-93-31	3									⿰金爰	鍰	u2ff0-u91d1-u7230
p162-28	162	金	9	金＋彦	2-91-12	4									⿰金彦		u2ff0-u91d1-u5f66
p162-29	162	金	9	金＋春	2-91-13	4									⿰金春	𨩃	u2ff0-u91d1-u6625
p162-30	162	金	9	金＋皆	2-91-14	4									⿰金皆	鍇	u2ff0-u91d1-u7686
p162-31	162	金	9	金＋腹のつくり	2-91-15	4									⿰金复	鍑	u2ff0-u91d1-u590d
p162-32	162	金	9	金＋帝	2-91-16	4									⿰金帝	鍗	u2ff0-u91d1-u5e1d
p162-33	162	金	9	金＋昜	2-91-17	4									⿰金昜	鍚	u2ff0-u91d1-u661c
p162-34	162	金	9	秋／金	2-91-18	4									⿱秋金	鍫	u2ff1-u79cb-u91d1
p162-35	162	金	9	金＋喋のつくり	2-91-19	4									⿰金枼	鍱	u2ff0-u91d1-u67bc
p162-36	162	金	9	覧	2-91-20	4									覧		
p162-37	162	金	9	金＋滋のつくり	2-91-21	4									⿰金兹	鎡	u2ff0-u91d1-u5179
p162-38	162	金	9	金＋椶のつくり			9350								⿰金㚇	鍐	u2ff0-u91d1-u3687
p162-39	162	金	9	金＋柔			9352								⿰金柔	鍒	u2ff0-u91d1-u67d4
p162-40	162	金	9	金＋軍			9355								⿰金軍	鍕	u2ff0-u91d1-u8ecd
p162-41	162	金	9	金＋則			9358								⿰金則	鍘	u2ff0-u91d1-u5247
p162-42	162	金	9	金＋貞			935E								⿰金貞	鍞	u2ff0-u91d1-u8c9e
p162-43	162	金	9	金＋鞫のつくり			9367								⿰金訇	鍧	u2ff0-u91d1-u8a07
p162-44	162	金	9	金＋若			9369								⿰金若	鍩	u2ff0-u91d1-u82e5
p162-45	162	金	9	金＋侯			936D								⿰金侯	鍭	u2ff0-u91d1-u4faf
p162-46	162	金	9	金＋怱			936F								⿰金怱	鍯	u2ff0-u91d1-u6031
p162-47	162	金	9	金＋端のつくり			9374								⿰金耑	鍴	u2ff0-u91d1-u8011
p162-48	162	金	9	金＋思			9376								⿰金思	鍶	u2ff0-u91d1-u601d
p162-49	162	金	9	金＋睹のつくり			937A								⿰金者	鍺	u2ff0-u91d1-u8005
p162-50	162	金	9	金＋編のつくり			937D								⿰金扁	鍽	u2ff0-u91d1-u6241
p162-51	162	金	9	金＋（卅／田）			937F								⿰金⿱卅田		u2ff0-u91d1-u2ff1-u5345-u7530
p162-52	162	金	9	金＋修			9380								⿰金修	鎀	u2ff0-u91d1-u4fee
p162-53	162	金	9	金＋耶			9381								⿰金耶	鎁	u2ff0-u91d1-u8036
p162-54	162	金	9	金＋美			9382								⿰金美	鎂	u2ff0-u91d1-u7f8e
p162-55	162	金	9	金＋禺			935D								⿰金禺	鍝	u2ff0-u91d1-u79ba
p162-56	162	金	10	金＋（巛／貝）				鎖	包摂適用	172		93BB E0100	19933		⿰金⿱巛貝		u2ff0-u91d1-u2ff1-u5ddb-u8c9d
p163-0	163	金	10	金＋賺のつくり				鎌	包摂適用	7		938C E0101	13686		⿰金兼	鎌	u2ff0-u91d1-u517c
p163-1	163	金	10	二点しんにょうの鎚				鎚	包摂適用	128			3046	1			
p163-2	163	金	10	金＋瑣のつくり				鎖	包摂適用	172		9396 E0101	13781		⿰金𧴪	鎖	u2ff0-u91d1-u27d2a
p163-3	163	金	10	金＋溥のつくり	1-93-32	3									⿰金尃	鎛	u2ff0-u91d1-u5c03
p163-4	163	金	10	螢	1-93-33	3									螢		
p163-5	163	金	10	金＋示＋且	1-93-34	3									⿰⿰金示且		u2ff0-u2ff0-u91d1-u793a-u4e14
p163-6	163	金	10	金＋将	2-91-22	4									⿰金将	𨪙	u2ff0-u91d1-u5c06
p163-7	163	金	10	金＋恵	2-91-23	4									⿰金恵	𨫍	u2ff0-u91d1-u6075
p163-8	163	金	10	金＋差	2-91-24	4									⿰金差	鎈	u2ff0-u91d1-u5dee
p163-9	163	金	10	金＋瞎のつくり	2-91-25	4									⿰金害	鎋	u2ff0-u91d1-u5bb3
p163-10	163	金	10	流／金	2-91-26	4									⿱流金	鎏	u2ff1-u6d41-u91d1
p163-11	163	金	10	金＋貔のつくり	2-91-27	4									⿰金𣬉	鎞	u2ff0-u91d1-u23b09
p163-12	163	金	10	金＋華	2-91-28	4									⿰金華	鏵	u2ff0-u91d1-u83ef
p163-13	163	金	10	金＋旁			938A								⿰金旁	鎊	u2ff0-u91d1-u65c1
p163-14	163	金	10	金＋索			938D								⿰金索	鎍	u2ff0-u91d1-u7d22
p163-15	163	金	10	金＋辱			9392								⿰金辱	鎒	u2ff0-u91d1-u8fb1
p163-16	163	金	10	金＋溏のつくり			9395								⿰金唐	鎕	u2ff0-u91d1-u5510
p163-17	163	金	10	金＋鬲			9398								⿰金鬲	鎘	u2ff0-u91d1-u9b32
p163-18	163	金	10	金＋晃			93A4								⿰金晃	鎤	u2ff0-u91d1-u6643
p163-19	163	金	10	金＋（卯／田）			93A6								⿰金⿱卯田		u2ff0-u91d1-u2ff1-u536f-u7530
p163-20	163	金	10	金＋隼			93A8								⿰金隼	鎨	u2ff0-u91d1-u96bc
p163-21	163	金	10	金＋（「向／儿／夂」の「口」に代えて「ヌ」）			93AB										
p163-22	163	金	10	金＋息			93B4								⿰金息	鎴	u2ff0-u91d1-u606f
p163-23	163	金	10	金＋家			93B5								⿰金家	鎵	u2ff0-u91d1-u5bb6
p163-24	163	金	10	金＋哥			93B6								⿰金哥	鎶	u2ff0-u91d1-u54e5
p163-25	163	金	11	鏝				鏝	包摂適用	68		93DD E0101	14254		鏝		
p163-26	163	金	11	金＋貫	1-93-35	3									⿰金貫	鏆	u2ff0-u91d1-u8cab
p163-27	163	金	11	金＋庸	1-93-36	3									⿰金庸	鏞	u2ff0-u91d1-u5eb8
p163-28	163	金	11	金＋顏のへん	1-93-37	3									⿰金彥	𨩱	u2ff0-u91d1-u5f65
p163-29	163	金	11	金＋（廣−广）	1-93-38	3											
p163-30	163	金	11	金＋二点しんにょうの通	2-91-29	4											
p163-31	163	金	11	金＋権のつくり	2-91-30	4									⿰金𮥶	𨫝	u2ff0-u91d1-u2e976
p163-32	163	金	11	金＋章	2-91-31	4									⿰金章	鏱	u2ff0-u91d1-u7ae0
p163-33	163	金	11	金＋樔のつくり	2-91-32	4									⿰金巢	鏁	u2ff0-u91d1-u5de2
p163-34	163	金	11	金＋旋	2-91-33	4									⿰金旋	鏇	u2ff0-u91d1-u65cb
